unit_id,seed,model,pattern,context_slug,project_context,n_files,avg_mi_score,avg_cbo,avg_lcom_star,avg_rfc,avg_dit,ck_overall_score,ck_status
meta-llama-llama-3-1-8b-instruct__Observer__food-delivery-management__rep0,40,llama31_8b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,65.02,1.6,0.1,2.6,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Observer__gym-membership-platform__rep0,40,llama31_8b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",9,63.23,1.3333333333333333,0.16296296666666665,1.1111111111111112,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Observer__hospital-appointment-scheduler__rep0,40,llama31_8b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",5,63.05,1.4,0.10357142999999999,2.2,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Observer__hotel-reservation-system__rep0,40,llama31_8b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",10,63.7,1.9,0.159722228,1.9,1.1,83.8,ok
meta-llama-llama-3-1-8b-instruct__Observer__issue-tracking-system__rep0,40,llama31_8b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",8,63.53,2.125,0.0833333375,2.375,1.0,87.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__learning-management-system__rep0,40,llama31_8b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",4,65.31,1.75,0.125,2.0,1.0,86.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__library-management-system__rep0,40,llama31_8b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,61.85,1.2,0.261904762,3.2,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Observer__payroll-and-hr-system__rep0,40,llama31_8b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,66.36,2.0,0.13333334,1.8,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Observer__school-management-platform__rep0,40,llama31_8b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,65.09,1.4,0.20666667199999997,1.6,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Observer__warehouse-inventory-tracker__rep0,40,llama31_8b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,64.54,1.6666666666666667,0.11666667166666667,1.8333333333333333,1.1666666666666667,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Singleton__banking-account-management__rep0,40,llama31_8b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",7,59.12,2.2857142857142856,0.2149659914285714,3.142857142857143,1.0,84.57142857142857,ok
meta-llama-llama-3-1-8b-instruct__Singleton__car-rental-management__rep0,40,llama31_8b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",4,58.42,1.5,0.354166675,1.75,1.0,82.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__food-delivery-management__rep0,40,llama31_8b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,60.72,1.6,0.316666668,1.6,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Singleton__gym-membership-platform__rep0,40,llama31_8b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",6,67.13,1.0,0.306666672,1.2,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Singleton__hospital-appointment-scheduler__rep0,40,llama31_8b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,60.41,1.6666666666666667,0.20833333,2.1666666666666665,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__hotel-reservation-system__rep0,40,llama31_8b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,61.76,0.75,0.410416675,0.75,1.0,82.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__issue-tracking-system__rep0,40,llama31_8b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",4,51.86,1.5,0.48516485,3.75,1.0,77.5,ok
meta-llama-llama-3-1-8b-instruct__Singleton__learning-management-system__rep0,40,llama31_8b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",4,60.96,1.25,0.3125,2.0,1.0,82.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__library-management-system__rep0,40,llama31_8b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,60.9,2.0,0.244444436,2.6,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Singleton__payroll-and-hr-system__rep0,40,llama31_8b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,63.79,1.5,0.44444446666666665,1.8333333333333333,1.0,82.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Singleton__school-management-platform__rep0,40,llama31_8b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",2,61.78,1.0,0.33333335,2.5,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__warehouse-inventory-tracker__rep0,40,llama31_8b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",3,55.66,1.0,0.24761905333333334,3.6666666666666665,1.0,82.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Strategy__banking-account-management__rep0,40,llama31_8b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,56.89,1.6,0.0333333344,2.8,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__car-rental-management__rep0,40,llama31_8b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,65.18,1.0,0.09999999999999999,0.6666666666666666,1.3333333333333333,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Strategy__food-delivery-management__rep0,40,llama31_8b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,67.64,1.2,0.066666668,0.8,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Strategy__gym-membership-platform__rep0,40,llama31_8b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,73.85,1.2,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hospital-appointment-scheduler__rep0,40,llama31_8b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,64.33,2.857142857142857,0.08571428571428572,2.0,1.0,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hotel-reservation-system__rep0,40,llama31_8b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,65.25,1.8333333333333333,0.11111111333333333,1.1666666666666667,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__issue-tracking-system__rep0,40,llama31_8b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,70.44,1.2857142857142858,0.04761904857142857,0.8571428571428571,1.0,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Strategy__learning-management-system__rep0,40,llama31_8b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",10,70.43,1.2222222222222223,0.07407407555555555,1.1111111111111112,1.0,86.22222222222223,ok
meta-llama-llama-3-1-8b-instruct__Strategy__library-management-system__rep0,40,llama31_8b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",9,65.63,2.7777777777777777,0.09259259333333333,1.3333333333333333,1.0,86.22222222222223,ok
meta-llama-llama-3-1-8b-instruct__Strategy__payroll-and-hr-system__rep0,40,llama31_8b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",6,63.43,1.3333333333333333,0.09722222333333334,1.5,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__school-management-platform__rep0,40,llama31_8b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",6,70.85,1.3333333333333333,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__warehouse-inventory-tracker__rep0,40,llama31_8b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,69.19,1.5,0.0625,0.8333333333333334,1.0,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Composite__banking-account-management__rep0,41,llama31_8b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,53.43,2.0,0.263492068,5.8,1.4,81.2,ok
meta-llama-llama-3-1-8b-instruct__Composite__car-rental-management__rep0,41,llama31_8b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",8,59.22,1.875,0.17083333499999998,1.625,1.5,83.75,ok
meta-llama-llama-3-1-8b-instruct__Composite__food-delivery-management__rep0,41,llama31_8b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",7,61.03,1.8571428571428572,0.1809523857142857,2.0,1.2857142857142858,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Composite__gym-membership-platform__rep0,41,llama31_8b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",6,64.19,1.6666666666666667,0.055555556666666665,1.6666666666666667,1.3333333333333333,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Composite__hospital-appointment-scheduler__rep0,41,llama31_8b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",9,62.47,3.2222222222222223,0.20925925999999997,3.0,1.0,84.44444444444444,ok
meta-llama-llama-3-1-8b-instruct__Composite__hotel-reservation-system__rep0,41,llama31_8b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,61.78,1.6,0.066666668,2.0,1.6,86.4,ok
meta-llama-llama-3-1-8b-instruct__Composite__issue-tracking-system__rep0,41,llama31_8b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,61.64,1.8571428571428572,0.25833333428571426,1.7142857142857142,1.2857142857142858,82.28571428571429,ok
meta-llama-llama-3-1-8b-instruct__Composite__learning-management-system__rep0,41,llama31_8b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",6,53.66,1.3333333333333333,0.21230159166666665,2.5,1.1666666666666667,82.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Composite__library-management-system__rep0,41,llama31_8b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",6,65.89,1.0,0.13888889000000001,2.6666666666666665,1.1666666666666667,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Composite__payroll-and-hr-system__rep0,41,llama31_8b,Composite,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",4,62.97,1.0,0.125,1.5,1.5,86.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__school-management-platform__rep0,41,llama31_8b,Composite,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",7,64.98,0.8571428571428571,0.09523809714285714,1.1428571428571428,1.1428571428571428,85.71428571428571,ok
meta-llama-llama-3-1-8b-instruct__Composite__warehouse-inventory-tracker__rep0,41,llama31_8b,Composite,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",5,61.41,1.4,0.1,1.8,1.4,86.4,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__banking-account-management__rep0,41,llama31_8b,Factory Method,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,56.32,2.0,0.26666666,2.8,1.4,83.2,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__car-rental-management__rep0,41,llama31_8b,Factory Method,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,56.43,2.0,0.30666667599999997,3.0,1.4,83.2,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__food-delivery-management__rep0,41,llama31_8b,Factory Method,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",5,67.71,1.2,0.10666667199999999,1.4,1.2,86.4,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__gym-membership-platform__rep0,41,llama31_8b,Factory Method,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,63.5,1.4,0.0,1.8,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__hospital-appointment-scheduler__rep0,41,llama31_8b,Factory Method,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",7,67.16,1.5714285714285714,0.05714285714285715,1.8571428571428572,1.2857142857142858,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__hotel-reservation-system__rep0,41,llama31_8b,Factory Method,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",7,66.98,1.8571428571428572,0.0,0.7142857142857143,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__issue-tracking-system__rep0,41,llama31_8b,Factory Method,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",9,69.17,2.0,0.044444444444444446,0.7777777777777778,1.3333333333333333,87.11111111111111,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__learning-management-system__rep0,41,llama31_8b,Factory Method,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",9,65.06,1.4444444444444444,0.18518518888888888,0.3333333333333333,1.4444444444444444,83.55555555555556,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__library-management-system__rep0,41,llama31_8b,Factory Method,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",8,67.37,2.375,0.109375,1.25,1.125,86.0,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__payroll-and-hr-system__rep0,41,llama31_8b,Factory Method,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",9,66.41,1.8888888888888888,0.15925925999999999,1.3333333333333333,1.1111111111111112,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__school-management-platform__rep0,41,llama31_8b,Factory Method,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",11,69.38,2.5,0.10000000199999999,0.9,1.0,84.6,ok
meta-llama-llama-3-1-8b-instruct__Factory Method__warehouse-inventory-tracker__rep0,41,llama31_8b,Factory Method,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",8,66.99,2.0,0.0625,0.75,1.5,87.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__banking-account-management__rep0,41,llama31_8b,Observer,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,64.54,2.0,0.13333334,3.4,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Observer__car-rental-management__rep0,41,llama31_8b,Observer,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,63.07,1.8,0.185000012,2.0,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Observer__food-delivery-management__rep0,41,llama31_8b,Observer,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",6,69.39,1.6666666666666667,0.11904762166666666,1.6666666666666667,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Observer__gym-membership-platform__rep0,41,llama31_8b,Observer,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",6,60.63,1.5,0.21527778,1.5,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__hospital-appointment-scheduler__rep0,41,llama31_8b,Observer,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",6,62.33,1.3333333333333333,0.06666666666666667,2.3333333333333335,1.0,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Observer__hotel-reservation-system__rep0,41,llama31_8b,Observer,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",4,61.04,1.5,0.22499999999999998,3.5,1.0,86.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__issue-tracking-system__rep0,41,llama31_8b,Observer,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",7,61.95,1.5714285714285714,0.23809524285714284,3.0,1.0,84.57142857142857,ok
meta-llama-llama-3-1-8b-instruct__Observer__learning-management-system__rep0,41,llama31_8b,Observer,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",5,59.72,2.0,0.22999999999999998,2.4,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Observer__library-management-system__rep0,41,llama31_8b,Observer,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",4,55.27,1.8571428571428572,0.2547619142857143,1.8571428571428572,1.0,83.42857142857143,ok
meta-llama-llama-3-1-8b-instruct__Observer__payroll-and-hr-system__rep0,41,llama31_8b,Observer,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",7,63.01,2.0,0.2240740933333333,4.166666666666667,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Observer__school-management-platform__rep0,41,llama31_8b,Observer,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,64.06,1.2,0.08,1.6,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Observer__warehouse-inventory-tracker__rep0,41,llama31_8b,Observer,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,59.71,1.8333333333333333,0.22916667333333332,1.3333333333333333,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__banking-account-management__rep0,41,llama31_8b,Singleton,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,58.75,1.6666666666666667,0.20833333333333334,3.1666666666666665,1.3333333333333333,84.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__car-rental-management__rep0,41,llama31_8b,Singleton,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",8,62.62,1.25,0.1354166675,2.375,1.125,85.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__food-delivery-management__rep0,41,llama31_8b,Singleton,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",8,60.96,2.0,0.2802083375,1.5,1.0,83.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__gym-membership-platform__rep0,41,llama31_8b,Singleton,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",5,61.79,1.4,0.188888888,1.4,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Singleton__hospital-appointment-scheduler__rep0,41,llama31_8b,Singleton,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",8,58.56,2.0,0.227083335,2.875,1.0,82.75,ok
meta-llama-llama-3-1-8b-instruct__Singleton__hotel-reservation-system__rep0,41,llama31_8b,Singleton,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,62.81,0.8,0.16666666800000002,1.4,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Singleton__issue-tracking-system__rep0,41,llama31_8b,Singleton,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,56.77,1.6,0.34761906,1.6,1.0,83.2,ok
meta-llama-llama-3-1-8b-instruct__Singleton__learning-management-system__rep0,41,llama31_8b,Singleton,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,63.47,1.5714285714285714,0.19047619142857145,1.1428571428571428,1.0,84.57142857142857,ok
meta-llama-llama-3-1-8b-instruct__Singleton__library-management-system__rep0,41,llama31_8b,Singleton,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,62.24,2.0,0.196875,1.5,1.0,85.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__payroll-and-hr-system__rep0,41,llama31_8b,Singleton,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",5,62.72,1.4,0.191666668,2.0,1.0,84.8,ok
meta-llama-llama-3-1-8b-instruct__Singleton__school-management-platform__rep0,41,llama31_8b,Singleton,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",5,69.4,1.75,0.270833335,1.75,1.0,82.0,ok
meta-llama-llama-3-1-8b-instruct__Singleton__warehouse-inventory-tracker__rep0,41,llama31_8b,Singleton,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,60.09,2.1666666666666665,0.195833335,2.0,1.0,84.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__banking-account-management__rep0,41,llama31_8b,Strategy,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",6,68.81,1.1666666666666667,0.09259260000000001,1.3333333333333333,1.0,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Strategy__car-rental-management__rep0,41,llama31_8b,Strategy,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",5,68.13,1.2,0.11666668,1.0,1.0,86.4,ok
meta-llama-llama-3-1-8b-instruct__Strategy__food-delivery-management__rep0,41,llama31_8b,Strategy,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",9,61.69,2.0588235294117645,0.1045751694117647,1.2941176470588236,1.0,86.11764705882354,ok
meta-llama-llama-3-1-8b-instruct__Strategy__gym-membership-platform__rep0,41,llama31_8b,Strategy,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",7,71.17,1.8571428571428572,0.0,1.0,1.0,88.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hospital-appointment-scheduler__rep0,41,llama31_8b,Strategy,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",8,67.45,1.625,0.0625,1.625,1.0,87.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__hotel-reservation-system__rep0,41,llama31_8b,Strategy,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",6,67.27,1.0,0.11111111333333333,1.0,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__issue-tracking-system__rep0,41,llama31_8b,Strategy,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",8,64.83,2.0,0.14750000000000002,1.75,1.0,86.0,ok
meta-llama-llama-3-1-8b-instruct__Strategy__learning-management-system__rep0,41,llama31_8b,Strategy,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",6,63.84,1.5,0.11805555666666667,1.3333333333333333,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__library-management-system__rep0,41,llama31_8b,Strategy,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",7,66.87,1.4285714285714286,0.15646258714285713,1.1428571428571428,1.0,84.57142857142857,ok
meta-llama-llama-3-1-8b-instruct__Strategy__payroll-and-hr-system__rep0,41,llama31_8b,Strategy,payroll-and-hr-system,"A Java HR/payroll system for employee records, leave requests, salary calculation, payslips, and tax deductions.",8,71.14,1.4285714285714286,0.05357142857142857,0.7142857142857143,1.0,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Strategy__school-management-platform__rep0,41,llama31_8b,Strategy,school-management-platform,"A Java platform for student enrollment, class scheduling, grades, attendance, and teacher-course assignments.",6,68.0,1.3333333333333333,0.13888889000000001,1.5,1.0,85.33333333333333,ok
meta-llama-llama-3-1-8b-instruct__Strategy__warehouse-inventory-tracker__rep0,41,llama31_8b,Strategy,warehouse-inventory-tracker,"A Java solution for stock intake, item locations, reorder thresholds, supplier restocking, and movement logs.",6,67.35,1.8333333333333333,0.10416667666666667,1.3333333333333333,1.0,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Composite__banking-account-management__rep0,42,llama31_8b,Composite,banking-account-management,"A Java application for customer accounts, deposits, withdrawals, transfers, statement generation, and audit history.",5,61.49,1.8,0.08333334,3.4,1.2,86.4,ok
meta-llama-llama-3-1-8b-instruct__Composite__car-rental-management__rep0,42,llama31_8b,Composite,car-rental-management,"A Java application to manage fleet inventory, reservations, vehicle pickup/return, pricing, and maintenance status.",6,58.82,1.3333333333333333,0.26666666666666666,1.5,1.3333333333333333,84.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__food-delivery-management__rep0,42,llama31_8b,Composite,food-delivery-management,"A Java backend for restaurants, menus, customer orders, delivery assignment, and order status tracking.",4,55.32,1.0,0.2875,3.0,1.0,82.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__gym-membership-platform__rep0,42,llama31_8b,Composite,gym-membership-platform,"A Java system for memberships, class schedules, trainer booking, attendance check-ins, and payment tracking.",4,62.82,1.0,0.083333335,1.25,1.5,86.0,ok
meta-llama-llama-3-1-8b-instruct__Composite__hospital-appointment-scheduler__rep0,42,llama31_8b,Composite,hospital-appointment-scheduler,"A Java application to manage doctors, patients, appointment slots, check-ins, and visit history for a clinic.",13,70.8,1.6666666666666667,0.055555556666666665,0.75,1.0,86.66666666666667,ok
meta-llama-llama-3-1-8b-instruct__Composite__hotel-reservation-system__rep0,42,llama31_8b,Composite,hotel-reservation-system,"A Java system for room inventory, bookings, check-in/check-out, pricing plans, and guest billing.",5,60.41,1.2,0.12,1.6,1.6,86.4,ok
meta-llama-llama-3-1-8b-instruct__Composite__issue-tracking-system__rep0,42,llama31_8b,Composite,issue-tracking-system,"A Java project tracker for ticket creation, assignment, status workflow, comments, and priority handling.",5,58.43,1.4,0.21166666799999997,1.4,1.2,83.2,ok
meta-llama-llama-3-1-8b-instruct__Composite__learning-management-system__rep0,42,llama31_8b,Composite,learning-management-system,"A Java LMS for courses, lesson modules, assignments, submissions, grading, and progress tracking.",7,62.81,1.8571428571428572,0.04761904857142857,1.2857142857142858,1.2857142857142858,86.85714285714286,ok
meta-llama-llama-3-1-8b-instruct__Composite__library-management-system__rep0,42,llama31_8b,Composite,library-management-system,"A Java system for managing books, members, borrowing/returns, due dates, and late fees in a public library.",5,55.61,1.4,0.283809536,4.2,1.0,81.6,ok
